,uniform,onlystocks,sixtyforty,riskparity
1983-06-09,-0.08949420176246703,-0.05346355319698137,-0.08480363887102471,-0.06817072514171607
1983-06-10,-0.07130834814012099,-0.04359595779014447,-0.06882086302128532,-0.053779936006324025
1983-06-13,-0.06732815177795926,-0.018275344811980343,-0.05545993110311587,-0.05058851156980293
1983-06-14,-0.06410694198074918,-0.010134785057417717,-0.04650475068324578,-0.04833531675611036
1983-06-15,-0.05826073856299874,0.0,-0.02965328033543324,-0.04311295686218586
1983-06-16,-0.05136141124428795,0.0,-0.016626025723950222,-0.03839887708528489
1983-06-17,-0.05672581874008675,-0.00019753201213246196,-0.02678388230844886,-0.04537998874738902
1983-06-20,-0.0606048714930173,-0.0015773593741795766,-0.02838035975122899,-0.046087424206143535
1983-06-21,-0.05650742763923666,0.0,-0.020877113611500797,-0.044425448491147934
1983-06-22,-0.05482568350444894,0.0,-0.021624883279918294,-0.04515551427114084
1983-06-23,-0.0655182555972369,-0.004991727432949511,-0.034631742866076176,-0.050361533302629824
1983-06-24,-0.06686370546605436,-0.006937357756003237,-0.0427084326486985,-0.05049081016017942
1983-06-27,-0.06379333504635609,-0.02974251165194919,-0.050691562449463934,-0.04912744131578528
1983-06-28,-0.07741712873426876,-0.0618416892561261,-0.06510005305844457,-0.058060051181424766
1983-06-29,-0.07020942219853477,-0.051044552037173396,-0.05513355782359386,-0.05323872449519085
1983-06-30,-0.06535227130028254,-0.03973101314538541,-0.04540609798206707,-0.04998545779355035
1983-07-01,-0.06916610984820537,-0.028351334287072594,-0.04360569976370998,-0.05926211275108095
1983-07-04,-0.08671011808849849,-0.028351334287072594,-0.061026497887036624,-0.06786332180754506
1983-07-05,-0.09205943666263572,-0.05193511231582604,-0.07304811981764148,-0.07141988411400046
1983-07-06,-0.09699985640089559,-0.03061438789621973,-0.06700411796833028,-0.0762394680181856
1983-07-07,-0.09746431961089819,-0.041277731640188886,-0.077307924791707,-0.07540977747094357
1983-07-08,-0.0860042258603072,-0.04684636197744163,-0.07463021583680496,-0.0692919673665422
1983-07-11,-0.0896837439503968,-0.03517063308515722,-0.07782064883269402,-0.07310073083464419
1983-07-12,-0.09023658089420117,-0.06486076135329677,-0.09442840352453563,-0.07486355743143291
1983-07-13,-0.09131148503885755,-0.0657257655977469,-0.09244943492508373,-0.07480337434310369
1983-07-14,-0.0989934708381438,-0.059589110855441385,-0.09544863296871531,-0.08173599471464577
1983-07-15,-0.09892727339584517,-0.07914987007782415,-0.10038766427396506,-0.0816972002325852
1983-07-18,-0.0954339271219311,-0.0830341742364018,-0.0990297072637909,-0.07897859098569027
1983-07-19,-0.08734261121550657,-0.07337547075882411,-0.08852227031649895,-0.07137450537658452
1983-07-20,-0.0712013582978851,-0.02319011567082996,-0.060695583465435354,-0.054663833465695255
1983-07-21,-0.08065996346330895,-0.025921698552611727,-0.07287183555403798,-0.06312614330216759
1983-07-22,-0.07832422902655889,-0.027957907255079406,-0.07051857365210179,-0.058807117790078633
1983-07-25,-0.0818185219398554,-0.020668319585305683,-0.07201590683592729,-0.06011998917051631
1983-07-26,-0.07762638976535274,-0.009192980517615523,-0.065778396731074,-0.056953421771291146
1983-07-27,-0.093797426914914,-0.04343414615225982,-0.09657558123990995,-0.07020432593925019
1983-07-28,-0.10479985740279274,-0.07261863371783439,-0.12297027852743192,-0.07818549951601983
1983-07-29,-0.11745100332518299,-0.10056197056007088,-0.14170827186006052,-0.08906140429233111
1983-08-01,-0.11989722678119707,-0.10638745239087655,-0.14365610060380973,-0.09220426914719826
1983-08-02,-0.11904638849156801,-0.10678922148555448,-0.14361195183997677,-0.09122599854698621
1983-08-03,-0.13125190883344762,-0.0910926181669216,-0.15017605945389612,-0.09713890661796376
1983-08-04,-0.13225309945632757,-0.11463168155583525,-0.15995527395157116,-0.09941392802749172
1983-08-05,-0.13816896703428105,-0.11020199302182698,-0.1639216141329788,-0.10260697766624538
1983-08-08,-0.13918125773534984,-0.13843880315889434,-0.1751494447142552,-0.10420731658394722
1983-08-09,-0.1429324235112006,-0.12822373980296986,-0.1734697336362352,-0.10751138092321522
1983-08-10,-0.12949680781714568,-0.11294111642833948,-0.1564515827047409,-0.09722740191908508
1983-08-11,-0.11808372484506324,-0.11301151503193818,-0.14695099654720611,-0.09057159819529736
1983-08-12,-0.09983366551535666,-0.10627343925448418,-0.12755203995773923,-0.0772650183982031
1983-08-15,-0.08464552325950203,-0.08937006465478292,-0.11544913786853739,-0.06090732406977872
1983-08-16,-0.0775909290898883,-0.09266854941048397,-0.10979592942407634,-0.05673470429059413
1983-08-17,-0.07976871403756092,-0.07186417819463875,-0.10370037846431834,-0.05694561461078085
1983-08-18,-0.08881512118476564,-0.09147784104984635,-0.11889501060999963,-0.0640561647315423
1983-08-19,-0.07164728602403891,-0.08677290271936566,-0.09819820544946078,-0.05442796425607577
1983-08-22,-0.07255675409940265,-0.08283575954258782,-0.1011251079057095,-0.05284392769923607
1983-08-23,-0.06847043478047565,-0.10043177107862233,-0.10755861192289462,-0.048193567602063725
1983-08-24,-0.0787492190207264,-0.11730345523889174,-0.12119390077340209,-0.056557758030416516
1983-08-25,-0.08561841584113927,-0.12186211733574293,-0.12779615144745327,-0.06192437619609781
1983-08-26,-0.10317677815224535,-0.10773714877815987,-0.1372150099025311,-0.0739149476706199
1983-08-29,-0.11004222230375726,-0.10659733015131212,-0.14019175516694826,-0.08020497455090692
